id,name,latitude,longitude,address,city_name,department,city_code,region,country,power_total_mw,operation_start_year,total_floor_area_sqm,IT_floor_area_sqm,progress_step,operator
363,DATA4 DC23 (PROJET),48.643,2.231,Route de Nozay- 91460 Marcoussis,MARCOUSSIS,91,91460,Ile-de-France,France,4.800,,7200.000,3600.000,project,DATA4 Group
364,DATA4 DC24 (PROJET),48.643,2.231,Route de Nozay- 91460 Marcoussis,MARCOUSSIS,91,91460,Ile-de-France,France,4.800,,7200.000,3600.000,project,DATA4 Group
365,DATA4 DC25 (PROJET),48.643,2.231,Route de Nozay- 91460 Marcoussis,MARCOUSSIS,91,91460,Ile-de-France,France,8.320,,7200.000,3600.000,project,DATA4 Group
366,TH3 Paris Magny 2,48.724,2.084,1- rue Pablo Picasso 78114 Magny-les-Hameaux,MAGNY-LES-HAMEAUX,78,78114,Ile-de-France,France,18.000,2025,0.000,0.000,project,Telehouse International Corporation
367,Data Center Linkcity (PROJET),48.847,2.821,ZAC du Prieuré- avenue Joahnnes Gutenberg- Bailly Romainvilliers,BAILLY-ROMAINVILLIERS,77,77700,Ile-de-France,France,5.297,,0.000,0.000,project,NR (MOA Linkcity)
368,Digital Reality MRS5 (PROJET),43.340,5.333,,Marseille,13,13016,"Provence-Alpes-Côte d\,Azur",France,100.000,2026,,,project,Digital Reality
369,SEGRO MARSEILLE,43.354,5.329,,Marseille,13,13000,"Provence-Alpes-Côte d\,Azur",France,20.000,,,,project,Segro
370,OVHCloud RBX-10,50.692,3.198,,Roubaix,59,59100,Hauts-de-France,France,,,,,project,OVHCloud
371,OVHCloud SBG-7,48.585,7.793,9 Rue du Bass. de l'Industrie,Strasbourg,67,67001,Grand Est,France,,,,,project,OVHCloud
372,Goodman 1 (PROJET),48.739,2.451,34 Rue Louis Armand- 94190 Villeneuve-Saint-Georges,Villeneuve-Saint-George,94,94190,Ile-de-France,France,105.000,,53880.000,26940.000,project,Goodman
373,Goodman 2 (PROJET),48.739,2.451,34 Rue Louis Armand- 94190 Villeneuve-Saint-Georges,Villeneuve-Saint-George,94,94190,Ile-de-France,France,105.000,,0.000,,project,Goodman
374,Digital Reality Dugny (PROJET),48.971,2.450,,Dugny,93,93440,Ile-de-France,France,200.000,2025,41000.000,20500.000,project,Digital Reality
375,Data Center du Crédit Mutuel - Fauverney,47.255,5.145,1 Zone D’Activite la Boulouze,Fauverney,21,21110,Bourgogne-Franche-Comté,France,11.641,2025,10000.000,5000.000,operating,Euro-information
376,Data Center du Crédit Mutuel - Saint Appolinaire,47.337,5.109,310 Rue Frédéric Lescure,Saint-Apollinaire,21,21850,Bourgogne-Franche-Comté,France,11.641,2025,10000.000,5000.000,operating,Euro-information
377,Sesterce,44.933,4.892,"Parc d\,activité Rovaltain",Valence,26,26000,Auvergne-Rhône-Alpes,France,50.000,2026,14000.000,7000.000,project,Sesterce
378,Sesterce Grand Est 1,48.830,5.320,,,,,Grand Est,France,300.000,2028,,,project,Sesterce
379,Sesterce Grand Est 2,48.830,5.320,,,,,Grand Est,France,300.000,2028,,,project,Sesterce
380,DataOne,45.156,5.741,5 Rue Raymond Chanas,Eybens,38,38320,Auvergne-Rhône-Alpes,France,200.000,2027,,,project,DataOne
381,"DataOne - autogenerated #2",45.624,5.165,Av. Steve Biko,Villefontaine,38,38090,Auvergne-Rhône-Alpes,France,200.000,2027,,,project,DataOne
382,Evroc Mougins,43.611,7.011,Anciens locaux de Titan,Mougins,6,6250,"Provence-Alpes-Côte d\,Azur",France,96.000,2028,8500.000,4250.000,project,Evroc
383,Evroc projet 1,,,,,,,,France,100.000,2030,,,project,Evroc
384,Evroc projet 2,,,,,,,,France,100.000,2030,,,project,Evroc
385,TCS,43.632,1.357,,Blagnac,31,31000,Occitanie,France,,,,1000.000,project,TCS
386,MiPih Amiens,49.878,2.268,,Amiens,,80000,Hauts-de-France,France,1.392,,1200.000,600.000,operating,MiPih
387,Porcheville (info IPR),48.972,1.777,Ancienne centrale EDF ?,Porcheville,78,78440,Ile-de-France,France,,,,,project,TO BE IDENTIFIED
388,Goodman Ballainvilliers,48.671,2.294,25 Chem. des Bellebats,Baillainvilliers,91,91160,Ile-de-France,France,,,,,project,Goodman
389,Dammary lès lys,,,,Dammary lès lys,77,77190,Ile-de-France,France,,,,,project,TO BE IDENTIFIED
390,Villaroche,48.601,2.648,,Montereau-sur-le-Jard,77,77950,Ile-de-France,France,,,,,project,TO BE IDENTIFIED
391,Data 4 / Brookfield Cambrai,50.220,3.166,"D643, 62860 Épinoy",Cambrai,59,59400,Hauts-de-France,France,1000.000,2030,,,project,DATA4 Group
392,Prologis,,,,,,,Ile-de-France,France,146.000,2035,,,project,Prologis
393,"Prologis - autogenerated #2",,,,,,,Ile-de-France,France,146.000,2035,,,project,Prologis
394,COLT PAR 5,48.675,2.195,,Les Ulis,91,91940,Ile-de-France,France,85.000,2030,,,project,Colt Technology Services
395,COLT PAR 6,48.675,2.195,,Les Ulis,91,91940,Ile-de-France,France,,2031,,,project,Colt Technology Services
396,COLT VILLEBON PAR 2,48.700,2.228,20 avenue du Québec- ZA Courtabeuf,Villebon-sur-Yvette,91,91140,Ile-de-France,France,40.000,2028,11000.000,5500.000,project,Colt Technology Services
397,COLT VILLEBON PAR 3,48.700,2.228,20 avenue du Québec- ZA Courtabeuf,Villebon-sur-Yvette,91,91140,Ile-de-France,France,40.000,2029,,,project,Colt Technology Services
398,COLT VILLEBON PAR 4,48.700,2.228,20 avenue du Québec- ZA Courtabeuf,Villebon-sur-Yvette,91,91140,Ile-de-France,France,40.000,2029,,,project,Colt Technology Services
399,Eclairion Bessé-sur-Braye,47.826,0.743,17 Rue du 8 Mai 1945,Bessé-sur-Braye,72,72310,Pays de la Loire,France,,,,,project,Éclairion / HPC
400,Océanis à Mirapolis,49.053,1.998,,Courdimanche,95,95800,Ile-de-France,France,,,,,project,TO BE IDENTIFIED
401,Microsoft - La Janais- Chartre de Bretagne ,48.060,-1.714,,Chartres-de-bretagne,35,35131,Bretagne,France,,,,,project,Microsoft
402,Campus IA MGX-Mistral AI Fouju,48.588,2.742,,Fouju,77,77390,Ile-de-France,France,1400.000,2030,,,project,TO BE IDENTIFIED
403,OpCore/EDF Montereau,48.379,2.839,,Montereau-Fault-Yonne,77,77130,Ile-de-France,France,700.000,,,,project,OpCore
404,ZAC du plateau de Colombelle,49.192,-0.306,Rue des Ateliers- 14460 Colombelles,Caen,14,14000,Normandie,France,,,,,project,TO BE IDENTIFIED
405,La Hague,49.200,-0.282,ZAC du plateau de Colombelles,La Hague,50,50440,Normandie,France,,,,,project,TO BE IDENTIFIED
406,Microsoft- Petit-Landau,47.746,7.529,,Petit-Landau,68,68490,Grand-Est,France,,,,,project,Microsoft
407,Equinix PA12,48.949,2.211,1-3 rue Charles Michels,Argenteuil,95,95100,Ile-de-France,France,28.000,,,,project,"Equinix, Inc"
408,Equinix PA16,48.949,2.211,5 rue Charles Michels,Argenteuil,95,95100,Ile-de-France,France,55.000,,,,project,"Equinix, Inc"
409,DC du pôle audiovisuel Nemoa / AXA,48.836,2.536,Studios de Bry,Bry-sur-marne,94,94360,Ile-de-France,France,34.951,,30130.000,15065.000,project,TO BE IDENTIFIED
410,Segro Bourget,48.934,2.431,45 Rue du Commandant Rolland,Le Bourget,93,93350,Ile-de-France,France,75.000,,25300.000,12650.000,project,Segro
411,Tricolore Computing / Google Etrechet,46.790,1.744,ZAC d’Ozans,Étrechet,36,36120,Centre-Val De Loire,France,500.000,,,,project,Digital Reality
412,Decknet Buzançais,46.893,1.409,,Buzançais,37,36500,Centre-Val De Loire,France,,2027,,,project,Goodman
413,"Vieux Reng, aérodrome de la salmagne",50.317,4.029,aérodrome de la salmagne,Vieux-Reng,59,59600,Hauts-de-France,France,,,,,project,TO BE IDENTIFIED
414,Les Sybilles -  Telehouse,43.415,5.271,,Les Pennes-Mirabeau,13,13170,"Provence-Alpes-Côte d\,Azur",France,,,,,project,Telehouse International Corporation
415,Zouafques,50.823,2.056,"Située à l'intersection de l'A26 et de la D943, entre Calais et Saint-Omer",Zouafques,62,62890,Hauts-de-France,France,,,,,project,TO BE IDENTIFIED
416,Quaëdypre,50.954,2.358,"secteur dit de la Croix-Rouge, près de la RD110",Quaëdypre,59,59380,Hauts-de-France,France,,,,,project,TO BE IDENTIFIED
417,Data Village Paris-Essonne – NTT,48.571,2.456,,Coudray-Montceaux,91,91830,Ile-de-France,France,84.000,,25800.000,12900.000,project,NTT
418,Vielle Eglise,50.936,1.995,,Vielle-Église,62,62162,Hauts-de-France,France,,,,,project,TO BE IDENTIFIED
419,Icade Rungis,48.744,2.350,,Rungis,94,94150,Ile-de-France,France,130.000,,,,project,TO BE IDENTIFIED
420,Digital Realty MRS6,43.431,5.391,ZAC des Chabauds,Bouc-Bel-Air,13,13320,"Provence-Alpes-Côte d\,Azur",France,,,,,project,Digital Reality
421,Goodman Tremblay,48.969,2.566,13 rue charles cros,Tremblay-en-france,93,93290,Ile-de-France,France,105.000,,,,project,Goodman
422,SNC Data Hills Aulnay-sous-bois,48.960,2.485,,Aulnay-sous-bois,93,93600,Ile-de-France,France,240.000,,,,project,Data Hills
423,Axtom Blanquefort,44.915,-0.609,ex usine ford,Blanquefort,33,33290,Nouvelle-Aquitaine,France,,,,,project,TO BE IDENTIFIED
424,Eclairion Richemont,49.304,6.016,,Richemont,57,57270,Grand Est,France,,,,,project,ECLAIRION
425,Eclairion La Maxe,49.160,6.116,,La Maxe,57,57140,Grand Est,France,,,,,project,ECLAIRION
426,Data4 Escaudain,50.323,3.351,Requalification Parc Premium des Soufflantes,Escaudain,59,59124,Hauts-de-France,France,,,,,project,DATA4 Group
427,BrownFields friche SaintLouis Sucre Cagny,49.142,-0.255,Friche Saint Louis Sucre,Cagny,14,14630,Normandie,France,,,,,project,TO BE IDENTIFIED
428,"SBG-2 - autogenerated #2",48.585,7.795,"9 Rue du Bass. de l\,Industrie",Strasbourg,67,67000,Grand Est,France,4.000,2012,2273.000,11365.000,project,OVHCloud
429,Vantage DC – Campus ZRH1,47.500,8.761,Fabrikstrasse 12,Winterthur,84,8400,Zürich,Switzerland,3.118,,2688.000,1344.000,operating,Vantage DC
430,Stack Infrastructures AVE01,46.888,7.046,"Rte de l\,Estivage 10",Avenches,15,1580,Vaud,Switzerland,,,,,operating,Stack Infrastructures
431,Stack Infrastructures GEN01,46.166,6.106,Chem. du Pré-Fleuri 20,Plan-les-Ouates,12,1228,Genève,Switzerland,2.598,,2240.000,1120.000,operating,Stack Infrastructures
432,Stack Infrastructures GEN02,49.049,3.463,Rte des Avouillons 32,Gland,11,1196,Vaud,Switzerland,3.758,,3240.000,1620.000,operating,Stack Infrastructures
433,Stack Infrastructures ZUR01,47.601,8.541,Industriestrasse 16,Rafz,81,8197,Zürich,Switzerland,9.558,,8240.000,4120.000,operating,Stack Infrastructures
434,Stack Infrastructures ZUR02,47.693,8.584,Industriestrasse 531A,Beringen,80,8222,Zürich,Switzerland,36.000,,8652.000,4326.000,operating,Stack Infrastructures
435,Swiss Data Safe,,,Gotthardstrasse 1,Amsteg,64,6474,Uri,Switzerland,0.000,,0.000,,operating,Swiss Data Safe
436,Swiss Colocation,45.848,9.015,Viale Serfontana 7,Morbio Inferiore,68,6834,Tessin,Switzerland,0.872,,752.000,376.000,operating,Swiss Colocation
437,RZO,49.904,2.321,Forren 8,Gais,90,9056,Appenzell Rhodes-Extérieures,Switzerland,1.000,,1800.000,900.000,operating,RZO
438,SenseLAN Bonnstrasse,46.858,7.185,Bonnstrasse 20,Düdingen,31,3186,Fribourg,Switzerland,1.499,,1292.000,646.000,operating,SenseLAN
439,SenseLAN Duenstrasse,46.845,7.191,Duensstrasse 1,Düdingen,31,3186,Fribourg,Switzerland,0.470,,405.000,202.500,operating,SenseLAN
440,NRB Herstal,50.696,5.611,2ème Avenue 65,Herstal,40,4040,Liège,Belgium,3.443,,2968.000,1484.000,operating,NRB
441,NRB Villers-le-Bouillet,50.579,5.262,Rue de la Science 3,Villers-le-Bouillet,45,4530,Liège,Belgium,1.322,,1140.000,570.000,operating,NRB
442,NTS Colocation Bern Nord,45.007,-0.627,Wölflistrasse 1d,Bern,30,3019,Bern,Switzerland,1.666,,1436.500,718.250,operating,NTS
443,NTS Colocation Bern Sud,45.007,-0.627,Chutzenstrasse 24,Bern,30,3019,Bern,Switzerland,1.206,,1040.000,520.000,operating,NTS
444,NTS Colocation Zurich,47.383,8.493,Badenerstrasse 569,Zürich,80,8000,Zürich,Switzerland,2.900,,2500.000,1250.000,operating,NTS
445,NTT Zürich,47.448,8.540,Hofwisenstrasse 56,Rümlang,81,8153,Zürich,Switzerland,7.787,,6713.000,3356.500,operating,NTT
446,Monaco Telecom DC1,43.742,7.420,Monte-Carlo,Monaco,98,98000,,Monaco,1.545,,1332.000,666.000,operating,Monaco Telecom
447,Monaco Telecom DC2,43.742,7.420,19 Bd du Larvotto,Monaco,98,98000,,Monaco,1.545,,1332.000,666.000,operating,Monaco Telecom
448,Monaco Telecom DC3,43.729,7.413,4 Av. Albert II,Monaco,98,98000,,Monaco,1.545,,1332.000,666.000,operating,Monaco Telecom
450,MORESI,45.933,8.975,Via Pedemonte di Sopra 1,Val Mara,68,6817,Tessin,Switzerland,0.501,,432.000,216.000,operating,Moresi
451,Mount10 Swiss Fort Knox I,47.037,8.445,Lusflue-Weg,Blankenburg,37,3771,Bern,Switzerland,0.232,,200.000,100.000,operating,Mount 10
452,Mount 10 Swiss Forg Knox II,47.037,8.445,Allmistrasse 11,Saanen,37,3792,Bern,Switzerland,0.232,,200.000,100.000,operating,Mount 10
453,LCL Antwerp,43.665,0.908,Noorderlaan 133,Anvers,20,20000,Anvers,Belgium,0.580,,500.000,250.000,operating,LCL
454,LCL Brussels North,50.887,4.455,Kouterveldstraat 13,Diegem,18,1831,Brabant flamand,Belgium,2.146,,1850.000,925.000,operating,LCL
455,LCL Brussels West 1,50.914,4.038,Industrielaan 3,Erembodegem,93,9302,Flandre orientale,Belgium,3.601,,3104.000,1552.000,operating,LCL
456,LCL Brussels West 2,50.914,4.038,Industrielaan 3,Erembodegem,93,9302,Flandre orientale,Belgium,3.601,,3104.000,1552.000,operating,LCL
457,LCL Wallonia One,50.503,4.717,Rue Guillaume Fouquet 17,Isnes,50,5032,Namur,Belgium,3.422,,2950.000,1475.000,operating,LCL
458,Google Mons,50.469,3.861,Rue de Ghlin 100,Saint-Ghislain,73,7331,Hainaut,Belgium,76.901,,66294.000,33147.000,operating,Google
459,Green Datacenter Zürich City,47.404,8.438,Unterrohrstrasse 4,Zürich,89,8000,Zürich,Switzerland,1.007,,868.000,434.000,operating,Green Datacenter
460,Green Datacenter Zürich Metro,47.482,8.462,FFJ6+MM5 Dielsdorf,Zürich,80,8000,Zürich,Switzerland,9.874,,8512.000,4256.000,operating,Green Datacenter
461,Green Datacenter Zürich North,47.433,8.559,Cherstrasse 4,Zürich,81,8000,Zürich,Switzerland,2.320,,2000.000,1000.000,operating,Green Datacenter
462,Green Datacenter Zürich West,47.446,8.210,Industriestrasse 33,Lupfig,52,5242,Argovie,Switzerland,6.626,,5712.000,2856.000,operating,Green Datacenter
463,European Data Hub DDC1,49.579,6.110,12D Imp. Drosbach,Luxembourg,18,1811,,Luxemburg,8.120,,7000.000,3500.000,operating,European Data Hub
467,Exa Infrastructure Geneve,46.248,6.060,"Chem. de l\,Epinglier 2",Meyrin,12,1217,Genève,Switzerland,2.691,,2320.000,1160.000,operating,Exa Infrastructure
468,Exa Infrastructure (nLighten ?) Merelbeke,50.987,3.768,Industriepark 2,Lemberge,98,9820,Flandre orientale,Belgium,1.846,,1591.000,795.500,operating,Exa Infrastructure
470,Equinix GV1,44.917,4.824,Rue de la Confédération 6,Genève,12,1200,Genève,Switzerland,4.640,,4000.000,2000.000,operating,"Equinix, Inc"
471,Equinix GV2,43.707,7.260,Rte du Bois-des-Frères 48,Vernier,12,1214,Genève,Switzerland,2.330,,2009.000,1004.500,operating,"Equinix, Inc"
472,Equinix ZH2,47.388,8.520,Josefstrasse 225,Zürich,80,8000,Zürich,Switzerland,0.865,,746.000,373.000,operating,"Equinix, Inc"
473,Equinix ZH4,47.388,8.520,Josefstrasse 225,Zürich,80,8000,Zürich,Switzerland,2.103,,1813.000,906.500,operating,"Equinix, Inc"
474,Equinix ZH5,47.406,8.461,Allmendstrasse 13,Oberengstringen,81,8102,Zürich,Switzerland,3.905,,3366.000,1683.000,operating,"Equinix, Inc"
475,"ETIX_EVERYWHERE BELGIUMDC_#1",50.579,5.262,Rue de la Science 3,Villers-le-Bouillet,45,4530,Liège,Belgium,1.557,,1342.000,671.000,operating,Etix Everywhere
476,Zugernet Convotis (ex acdalis),47.190,8.515,Neuhofstrasse 21d,Baar,63,6340,Zoug,Switzerland,0.232,,200.000,100.000,operating,Convotis
477,BANCADATI,46.024,8.916,Centro Galleria 2,Manno,69,6928,Tessin,Switzerland,2.784,,2400.000,1200.000,operating,BANCADATI
479,BCE Junglinster 1,49.720,6.263,6 Station Radio,Junglinster,61,6141,,Luxemburg,0.186,,160.000,80.000,operating,BCE
480,BCE Junglinster 2,49.720,6.263,6 Station Radio,Junglinster,61,6141,,Luxemburg,0.464,,400.000,200.000,operating,BCE
481,BCE Kirchberg,47.726,0.447,43 Bd Pierre Frieden,Luxembourg,15,1543,,Luxemburg,2.107,,1816.000,908.000,operating,BCE
482,BEDAG BERN,46.954,7.440,Engehaldenstrasse 12,Bern,30,3019,Bern,Switzerland,0.325,,280.000,140.000,operating,Bedag
483,BEDAG WETTINGEN_DC,47.456,8.338,Hardstrstrasse 73,Wettingen,54,5430,Argovie,Switzerland,0.290,,250.000,125.000,operating,Bedag
484,DATA4 Luxembourg,47.726,0.447,8 Rue Henri M. Schnadt,Gasperich,25,2530,Luxembourg,Luxemburg,6.960,,6000.000,3000.000,operating,DATA4 Group
486,Datacenter United ANTWERP_DC,43.665,0.908,Haïfastraat 6,Anvers,20,2000,Anvers,Belgium,5.806,,5005.000,2502.500,operating,Datacenter United
487,Datacenter United BRUSSELS_DC,50.881,4.454,Excelsiorlaan 15,Zaventem,19,1930,Brabant flamand,Belgium,0.668,,576.000,288.000,operating,Datacenter United
488,Datacenter United DATACENTER_VLAANDEREN,43.665,0.908,Noorderlaan 147,Anvers,20,2000,Anvers,Belgium,1.000,,862.000,431.000,operating,Datacenter United
489,Datawire ZG01,47.187,8.479,Hinterbergstrasse 28,Steinhausen,63,6312,Zoug,Switzerland,0.232,,200.000,100.000,operating,Datawire
490,Datawire ZG02,47.187,8.479,Hinterbergstrasse 22,Steinhausen,63,6312,Zoug,Switzerland,0.232,,200.000,100.000,operating,Datawire
491,DCStar (DCB?) – DCB,51.211,4.345,Antwerpsesteenweg 221,Burcht,20,2000,Anvers,Belgium,0.858,,740.000,370.000,operating,DCStar
492,DCStar (DCB?) – DCG,49.512,4.236,Poortakkerstraat 35,Gand,90,9000,Flandre orientale,Belgium,0.664,,572.000,286.000,operating,DCStar
493,DCStar (DCB?) – DCO,51.167,3.235,Brugsestraat 194,Oostkamp,80,8020,Flandre-Occidentale,Belgium,3.162,,2726.000,1363.000,operating,DCStar
494,ALPINEDC,46.546,6.575,Rue de la Vernie 12,Crissier,10,1023,Vaud,Switzerland,0.232,,200.000,100.000,operating,Alpine DC
495,ATLASEDGE BRUXELLES,50.872,4.504,Mercuriusstraat 30,Nossegem,19,1930,Brabant flamand,Belgium,6.106,,5264.000,2632.000,operating,ATLASEDGE
496,ATLASEDGE ZÜRICH,47.394,8.473,Badenerstrasse 820,Zürich,80,8000,Zürich,Switzerland,2.115,,1823.000,911.500,operating,ATLASEDGE
497,SIGNALHORN,46.319,7.646,Brentjong 2,Thel,39,,Valais,Switzerland,3.828,,3300.000,1650.000,operating,Signahorn
498,LuxConnect DC 1.1,49.505,6.112,"202 zone d\,activité Economique Wolser F",Bettemburg,32,3290,Luxemburg,Luxemburg,6.220,,5362.000,2881.250,operating,LuxConnect
499,LuxConnect DC 1.2,49.505,6.112,"202 zone d\,activité Economique Wolser F",Bettemburg,32,3290,Luxemburg,Luxemburg,4.246,,3660.000,1830.000,operating,LuxConnect
500,LuxConnect DC 1.3,49.506,6.112,"202 zone d\,activité Economique Wolser F",Bettemburg,32,3290,Luxemburg,Luxemburg,8.964,,7728.000,3864.000,operating,LuxConnect
501,LuxConnect DC 2,49.788,6.089,1 ZA et Commerciale Klengbusbierg,Bissen,77,7795,Luxemburg,Luxemburg,8.692,,7493.000,3746.500,operating,LuxConnect
502,BRAINSERVE,46.547,6.573,Rue de la Vernie 17,Crissier,10,1023,Vaud,Switzerland,1.462,,1260.000,630.000,operating,Brainserve
505,CWK Rotkreuz,47.142,8.409,Rotkreuz,Risch,63,6343,Zoug,Switzerland,0.000,,0.000,,operating,CWK
506,CWK Sursee,47.178,8.032,Sursee,Sursee,62,6210,Luzern,Switzerland,0.000,,0.000,,operating,CWK
507,CWK Wolhusen,47.056,8.012,Wolhusen,Wolhusen,61,6110,Luzern,Switzerland,0.000,,0.000,,operating,CWK
508,CWK Luzern Mitte,47.040,7.727,Stadtmitte,Luzern,60,6000,Luzern,Switzerland,0.000,,0.000,,operating,CWK
509,CWK Luzern Nord,47.040,7.727,Schwimmbadstrasse 5,Luzern,60,6000,Luzern,Switzerland,0.000,,0.000,,operating,CWK
510,CWK Luzern Ost,47.040,7.727,Emmen,Luzern,60,6000,Luzern,Switzerland,0.000,,0.000,,operating,CWK
511,CWK Zug,48.343,7.512,Rotkreuz,Risch,63,6343,Zoug,Switzerland,0.000,,0.000,,operating,CWK
512,DATA11,47.202,7.529,Glutz-Blotzheim-Strasse 1,Solothurn,45,4500,Soleure,Switzerland,1.547,,1334.000,667.000,operating,Data 11
513,COLO_Basel,47.523,7.674,Güterstrasse 72,Pratteln,41,4133,Basel-Campagne,Switzerland,4.640,,4000.000,2000.000,operating,Colobale
515,IWB,47.547,7.581,Margarethenstrasse 40,Basel,40,4023,Basel-Ville,Switzerland,6.000,,0.000,,operating,IWB
518,Digital Realty BRU1,50.870,4.476,Wezembeekstraat 2,Zaventem,19,,Brabant flamand,Belgium,9.111,,7854.000,3927.000,operating,Digital Reality
519,Digital Realty BRU3,50.874,4.502,Mercuriusstraat 27,Nossegem,19,1930,Brabant flamand,Belgium,3.362,,2898.000,1449.000,operating,Digital Reality
520,Digital Realty BRU4,50.874,4.503,Mercuriusstraat 27,Nossegem,19,1930,Brabant flamand,Belgium,4.886,,4212.000,2106.000,operating,Digital Reality
521,Digital Realty ZUR1,47.433,8.558,Sägereistrasse 35,Opfikon,81,8152,Zürich,Switzerland,5.201,,4484.000,2242.000,operating,Digital Reality
522,Digital Realty ZUR2,47.433,8.558,Bäulerwiesenstrasse 4,Rümlang,81,8153,Zürich,Switzerland,4.896,,4221.000,2110.500,operating,Digital Reality
523,Digital Realty ZUR3,47.434,8.558,Sägereistrasse 35,Opfikon,81,8152,Zürich,Switzerland,9.354,,8064.000,4032.000,operating,Digital Reality
524,EBRC Resilience Centre East,49.694,6.324,Parc Audiovisuel et des Télécommunications,Olingen,68,6950,,Luxemburg,7.308,,6300.000,3150.000,operating,EBRC
525,EBRC Resilience Centre South,49.498,6.052,210 Rue de Noertzange,Kayl,36,3611,,Luxemburg,7.706,,6643.000,3321.500,operating,EBRC
526,EBRC Resilience Centre West,49.649,5.958,3 Rue Pierre Flammang,Windhof Koerich,83,8399,Luxemburg,Luxemburg,5.356,,4617.000,2308.500,operating,EBRC
528,Lumen Evere,46.369,6.327,Av. Léon Grosjean 2,Evere,11,1140,,Belgium,3.441,,2966.000,1483.000,operating,Lumen
529,Infomaniak DII,46.331,-0.474,Rue Eugène-Marziano 25,Genève,12,1200,Genève,Switzerland,13.862,,11950.000,5975.000,operating,Infomaniak
530,Infomaniak DIII,46.331,-0.474,Rue Eugène-Marziano 25,Genève,12,1200,Genève,Switzerland,0.000,,0.000,,operating,Infomaniak
531,HelveticData CLA1,43.163,0.415,Av. du Châtelard 21,Clarens,18,1815,Vaud,Switzerland,0.322,,278.000,139.000,operating,HelveticData
532,High DC,47.082,6.801,All. des Défricheurs 4,La Chaux-de-Fonds,23,2300,Neuchâtel,Switzerland,0.000,,0.000,,operating,High DC
533,Euclyde DC-LUX,49.505,6.112,4 A. Graham Bell,Bettemburg,32,3235,Luxemburg,Luxemburg,0.000,,0.000,,operating,Euclyde Data Centers
534,Stack Infrastructures ZUR03,,,,Zürich,80,8000,Zürich,Switzerland,,,,,project,Stack Infrastructures
535,NDC Velizy,48.783,2.213,10 Av. Morane Saulnier,VÉLIZY-VILLACOUBLAY,78,78140,Ile-de-France,France,20.000,2027,7461.000,2268.000,project,Nation Data Center
271,OVHCloud RBX-2,50.692,3.200,2 Rue Kellermann,Roubaix,59,59100,Hauts-de-France,France,5.000,2011,4681.000,2340.000,operating,OVHCloud
275,OVHCloud RBX-6,50.692,3.200,2 Rue Kellermann,Roubaix,59,59100,Hauts-de-France,France,5.000,,4681.000,2340.000,operating,OVHCloud
